person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
29,101732,6,6000,5.42,0.06,5,603,0
30,35771,8,3000,7.9,0.08,9,658,0
32,101758,9,15000,6.91,0.15,7,696,0
35,37159,15,3000,10.65,0.08,9,558,0
32,37062,9,3000,12.42,0.08,8,680,0
35,101553,9,9000,6.76,0.09,6,714,0
28,75528,3,12000,10.65,0.16,8,680,0
30,75347,7,12000,11.71,0.16,9,521,0
31,102056,10,7600,7.51,0.07,5,614,0
28,75698,4,12000,11.01,0.16,10,629,0
31,101946,8,10400,14.96,0.1,7,610,0
33,80676,10,22000,14.59,0.27,8,678,1
34,101694,9,9250,11.36,0.09,8,694,0
28,101622,8,8400,7.51,0.08,10,687,0
34,75146,9,12000,10.99,0.16,6,681,0
27,101615,2,14000,15.7,0.14,7,717,0
29,75611,5,12000,19.03,0.16,6,590,0
27,75972,4,12000,12.42,0.16,6,636,0
29,101761,7,15000,12.18,0.15,10,607,0
29,101851,7,20000,11.83,0.2,5,622,0
33,101436,11,20000,14.61,0.2,5,727,0
28,75924,7,12000,6.91,0.16,5,666,0
35,75882,13,12000,14.11,0.16,8,677,0
28,76089,6,12000,11.01,0.16,7,676,0
29,101939,8,10000,11.01,0.1,8,665,0
32,76667,7,12000,6.62,0.16,10,557,0
28,76788,8,12000,10.37,0.16,10,693,0
29,94459,10,25000,15.33,0.26,6,601,1
35,77405,13,12000,11.49,0.16,8,629,0
29,102627,8,35000,8.9,0.34,6,692,0
27,77128,6,12000,13.49,0.16,5,588,0
28,102482,6,9600,15.27,0.09,5,649,0
31,46703,9,6600,13.47,0.14,5,669,0
27,46505,6,4000,7.68,0.09,9,627,0
27,102586,5,18000,7.51,0.18,10,642,0
30,46479,10,6000,11.58,0.13,7,617,0
31,78241,8,12000,12.73,0.15,8,679,0
27,102840,6,4500,7.51,0.04,10,664,0
30,102767,6,8000,12.69,0.08,7,680,0
31,103128,8,2500,8.49,0.02,10,618,0
33,78605,7,12000,11.01,0.15,8,578,0
32,102979,12,6000,12.99,0.06,7,599,0
32,103256,11,20000,8.88,0.19,5,643,0
29,71745,7,12000,16.49,0.17,9,699,1
30,79221,9,12000,11.49,0.15,7,733,0
34,79062,16,12000,7.49,0.15,7,691,0
27,78986,3,12000,11.01,0.15,5,584,0
31,95877,9,15600,12.53,0.16,5,616,1
32,103126,7,9000,9.32,0.09,6,682,0
29,103345,10,6000,7.68,0.06,8,631,0
30,103086,9,7800,6.03,0.08,10,651,0
28,81024,2,12000,11.01,0.15,5,688,0
33,88781,10,5000,16.29,0.06,9,685,1
28,81666,4,12000,11.01,0.15,7,523,0
27,81279,5,12000,13.23,0.15,7,561,0
31,82708,11,12000,7.66,0.15,8,644,0
31,82569,9,12000,11.01,0.15,6,664,0
27,103376,5,24000,11.71,0.23,10,630,0
35,103313,11,14000,10.65,0.14,5,667,0
29,77294,10,12000,12.42,0.16,8,687,1
27,84724,3,12000,10.25,0.14,9,647,0
30,102577,9,15000,6.03,0.15,8,729,0
28,85081,5,12000,14.27,0.14,6,637,0
27,84930,4,12000,10.65,0.14,8,687,0
27,103017,4,3800,6.03,0.04,6,598,0
28,103034,4,24000,19.03,0.23,7,652,0
27,103126,3,12000,6.62,0.12,10,629,0
29,102822,4,15000,10.65,0.15,9,677,0
27,88546,5,18000,12.69,0.2,6,661,1
33,85334,6,12000,15.65,0.14,5,549,0
31,84980,8,12000,11.01,0.14,6,675,0
27,84778,4,12000,10.99,0.14,8,471,0
32,46079,11,5000,15.37,0.11,5,629,0
27,45941,2,6000,5.42,0.13,6,640,0
28,102965,5,16800,16.49,0.16,8,595,0
29,85978,6,12000,11.01,0.14,5,647,0
30,86146,7,12000,8.9,0.14,8,602,0
29,102919,4,7500,11.49,0.07,10,620,0
29,86193,5,12000,13.16,0.14,9,635,0
28,87104,5,12000,13.49,0.14,6,687,0
30,45250,10,10000,6.03,0.22,10,656,0
28,87549,4,12000,14.27,0.14,6,541,0
27,87113,3,12000,6.62,0.14,8,520,0
34,102685,13,15000,15.99,0.15,9,593,0
28,103036,4,35000,9.99,0.34,5,559,0
34,102642,10,24000,11.49,0.23,7,574,0
28,103104,7,15000,8.49,0.15,7,675,0
35,102844,13,21000,7.49,0.2,9,578,0
28,102848,9,12500,7.49,0.12,7,551,0
33,87671,12,12000,11.99,0.14,5,636,0
32,87737,9,12000,10.62,0.14,5,638,0
28,103044,5,9075,7.49,0.09,10,685,0
29,75511,7,3600,17.99,0.05,9,648,1
34,80456,13,12000,14.3,0.15,6,625,1
35,103154,13,8400,11.99,0.08,9,673,0
32,102598,8,8000,18.79,0.08,5,667,0
30,103108,9,6000,5.42,0.06,8,680,0
28,88103,2,12000,7.49,0.14,6,690,0
27,103238,4,10000,7.49,0.1,8,667,0
34,88667,12,7500,15.99,0.08,5,734,1
31,103267,11,16000,11.01,0.15,10,710,0
34,102791,10,6500,9.63,0.06,7,656,0
28,88991,7,12000,8.9,0.13,10,643,0
27,88799,4,12000,14.18,0.14,7,684,0
27,89765,5,12000,12.18,0.13,6,700,0
27,49188,4,3000,7.4,0.06,9,662,0
27,50222,2,3000,13.48,0.06,5,636,0
28,103321,4,5000,6.92,0.05,8,661,0
30,102883,8,18000,13.06,0.17,5,556,0
28,50245,3,3000,11.11,0.06,6,581,0
31,43070,12,3000,14.74,0.07,9,722,1
32,50113,7,3000,11.01,0.06,7,631,0
35,103038,13,12000,10,0.12,5,725,0
28,102990,5,20000,9.62,0.19,5,539,0
29,51433,8,3000,12.69,0.06,5,674,0
31,103011,9,4500,6.54,0.04,6,689,0
32,51373,5,3000,7.49,0.06,10,607,0
29,102739,8,25000,9.25,0.24,10,671,0
27,44308,8,3000,15.62,0.07,7,660,1
35,44240,9,3000,11.01,0.07,10,670,1
29,103175,3,20000,10.38,0.19,9,641,0
27,103095,3,20000,7.88,0.19,6,665,0
33,102650,10,5000,13.61,0.05,7,657,0
27,103166,5,10000,13.23,0.1,7,616,0
27,45221,4,16750,15.33,0.37,10,637,0
28,51491,5,3000,10.25,0.06,10,563,0
27,51467,7,3000,8.94,0.06,5,621,0
27,51520,2,3000,11.83,0.06,5,513,0
27,51059,7,3000,11.01,0.06,7,732,0
27,103008,9,7500,10.99,0.07,10,581,0
33,102229,15,8000,7.14,0.08,8,632,0
33,75440,8,20000,11.01,0.27,8,699,1
27,102848,1,5500,11.36,0.05,9,709,0
31,88301,7,16000,19.41,0.18,6,700,1
32,88790,12,4750,13.11,0.05,9,542,1
29,103403,8,10000,7.88,0.1,10,583,0
28,52448,7,3000,7.68,0.06,6,591,0
32,103101,9,10000,7.74,0.1,8,669,0
28,103136,8,18000,12.53,0.17,10,634,0
28,91200,7,12000,6.03,0.13,6,590,0
28,45447,5,7800,15.58,0.17,9,713,0
31,88601,12,18000,17.39,0.2,10,681,1
27,90932,6,12000,11.49,0.13,5,550,0
27,102787,4,19000,13.92,0.18,5,710,0
34,91089,10,12000,7.29,0.13,8,574,0
28,103242,6,7000,8.59,0.07,5,714,0
28,83909,4,12000,14.46,0.14,9,697,1
27,102961,5,10400,13.16,0.1,6,629,0
33,90845,11,12000,7.88,0.13,10,655,0
27,91231,6,12000,10.99,0.13,10,695,0
30,102815,7,25000,12.84,0.24,8,655,0
35,83894,15,12000,11.26,0.14,5,644,1
28,91095,2,12000,9.63,0.13,7,711,0
31,103308,7,10400,9.32,0.1,10,693,0
35,103239,15,20000,12.21,0.19,10,647,0
31,103464,6,16000,11.89,0.15,10,671,0
29,103224,5,10000,16.63,0.1,8,541,0
34,103038,12,8500,14.42,0.08,8,588,0
30,92239,6,12000,10.99,0.13,10,622,0
29,93260,6,12000,11.01,0.13,9,677,0
28,94740,5,12000,10.62,0.13,10,663,0
29,88731,7,21000,13.36,0.24,7,649,1
28,44606,4,7000,11.11,0.16,9,646,0
30,97052,8,12000,8.9,0.12,10,593,0
32,102821,11,7500,10.78,0.07,10,670,0
28,103284,1,8000,7.51,0.08,8,617,0
27,97315,3,12000,17.58,0.12,7,664,0
29,103070,9,8900,11.01,0.09,6,567,0
31,103475,9,6000,10,0.06,9,615,0
32,96813,9,12000,6.62,0.12,10,691,0
31,97147,9,12000,5.79,0.12,5,653,0
29,103930,7,9500,11.01,0.09,9,714,0
30,103859,6,14000,7.66,0.13,8,665,0
27,89617,7,10000,17.93,0.11,6,620,1
34,104010,12,5000,7.4,0.05,6,605,0
27,76515,0,12000,15.95,0.16,9,602,1
32,89726,8,13650,12.42,0.15,10,649,1
29,104071,6,14000,14.27,0.13,9,618,0
30,44061,8,10000,12.69,0.23,10,642,0
32,104218,9,10800,12.42,0.1,7,630,0
32,104068,8,8400,6.62,0.08,8,612,0
35,104078,15,18000,11.01,0.17,6,650,0
31,97575,9,12000,7.29,0.12,10,638,0
28,104215,6,15600,5.99,0.15,7,622,0
33,104152,12,15000,16.49,0.14,9,675,0
27,103933,4,4500,10.37,0.04,6,677,0
29,104327,9,8400,11.01,0.08,10,638,0
27,98410,5,12000,10.71,0.12,6,710,0
35,104194,10,20000,6.54,0.19,10,660,0
28,104161,4,2650,13.23,0.03,5,634,0
28,104042,10,15000,10.62,0.14,10,599,0
31,100810,7,12000,12.42,0.12,7,670,0
30,104140,6,10000,11.01,0.1,10,515,0
27,89953,6,25000,11.46,0.28,5,683,1
28,101702,5,12000,11.71,0.12,8,639,0
31,103681,8,2000,10.74,0.02,6,628,0
28,104023,8,3000,9.99,0.03,5,684,0
32,104200,10,8000,5.79,0.08,5,576,0
27,104148,6,16000,14.42,0.15,6,587,0
29,104273,9,25000,16.82,0.24,9,456,0
34,104497,11,18000,6.99,0.17,5,622,0
28,104422,6,6000,5.79,0.06,10,628,0
27,104509,5,2250,11.01,0.02,6,660,0
32,105026,11,8000,6.03,0.08,10,691,0
28,104649,7,5000,7.9,0.05,8,698,0
27,101785,4,12000,13.16,0.12,5,619,0
30,102285,8,12000,8.88,0.12,7,640,0
29,104378,8,8000,12.99,0.08,8,670,0
27,103022,7,12000,9.91,0.12,7,599,0
28,104397,1,16000,14.09,0.15,6,567,0
28,104602,7,5000,5.79,0.05,5,620,0
27,90426,4,10000,16,0.11,6,647,1
31,102918,9,12000,15.27,0.12,8,610,0
31,104646,11,25000,13.57,0.24,9,613,0
27,104984,5,14825,11.01,0.14,9,699,0
27,90783,2,5000,11.49,0.06,6,593,1
30,104936,6,8500,6.62,0.08,10,623,0
32,105524,10,2800,7.88,0.03,9,576,0
30,103044,9,12000,11.01,0.12,6,704,0
27,105292,3,8000,10.59,0.08,10,576,0
27,91109,5,12000,9.91,0.13,10,595,1
28,90745,7,3000,7.9,0.03,8,546,1
30,88419,7,12000,14.26,0.14,5,646,1
29,105527,7,15000,10.99,0.14,5,632,0
27,104268,9,12000,7.51,0.12,8,607,0
32,104809,11,12000,11.71,0.11,9,553,0
33,105438,11,9000,17.93,0.09,7,629,0
28,44053,7,2350,12.99,0.05,5,673,0
30,44142,10,4000,13.49,0.09,10,588,0
33,105001,13,5000,14.96,0.05,9,659,0
29,106410,8,12000,12.53,0.11,5,643,0
31,44133,11,5000,6.99,0.11,9,635,0
28,107235,6,12000,16.29,0.11,6,666,0
31,105303,7,15000,13.11,0.14,8,647,0
27,105504,8,21125,13.92,0.2,5,673,0
32,105287,12,24800,12.53,0.24,5,646,0
29,105710,5,4800,8.94,0.05,5,525,0
32,44101,9,5000,10,0.11,6,712,0
27,105491,7,7200,9.63,0.07,6,628,0
30,43739,9,4800,11.01,0.11,6,673,0
29,107799,6,12000,7.29,0.11,5,711,0
32,107643,8,12000,8.94,0.11,6,576,0
28,108458,6,12000,14.65,0.11,7,683,0
30,90766,9,14000,13.79,0.15,8,662,1
33,108878,9,12000,6.03,0.11,6,679,0
33,105759,9,2850,7.51,0.03,7,519,0
29,105675,6,10000,9.32,0.09,8,690,0
34,105649,11,12000,11.11,0.11,5,656,0
27,106541,5,7000,10.36,0.07,6,628,0
29,109085,6,12000,10.74,0.11,10,578,0
31,105915,7,12650,8.9,0.12,10,580,0
28,105762,7,12000,15.21,0.11,10,546,0
30,106081,8,4700,11.01,0.04,7,642,0
28,106137,7,12000,12.99,0.11,6,647,0
34,106212,10,15000,8.49,0.14,6,679,0
29,106263,7,12000,11.49,0.11,8,612,0
35,108879,12,12000,10.99,0.11,6,626,0
32,109229,13,12000,10.62,0.11,5,568,0
33,106591,12,2800,7.14,0.03,9,664,0
28,106525,4,24000,10.75,0.23,7,617,0
27,106464,8,20000,12.84,0.19,10,720,0
31,106614,7,14000,17.58,0.13,7,659,0
31,92092,6,12000,15.96,0.13,5,651,1
27,106414,6,14000,12.42,0.13,10,631,0
35,106578,14,9800,12.69,0.09,10,614,0
30,108972,11,12000,12.29,0.11,5,736,0
29,109363,8,12000,7.14,0.11,8,697,0
34,110760,12,12000,6.92,0.11,7,658,0
27,106633,3,14400,11.71,0.14,6,628,0
30,78622,8,8000,15.99,0.1,6,529,1
27,112374,6,12000,8.9,0.11,8,625,0
35,112694,12,12000,9.99,0.11,5,675,0
31,114097,11,12000,14.91,0.11,8,677,0
29,92322,5,20000,11.01,0.22,8,621,1
29,106706,5,15000,13.85,0.14,6,593,0
27,106677,4,3500,13.57,0.03,8,655,0
28,92223,9,5000,8.94,0.05,5,645,1
31,115228,6,12000,10.75,0.1,5,621,0
27,115426,0,12000,11.11,0.1,6,612,0
31,91916,5,5000,12.41,0.05,9,595,1
31,106777,5,7000,9.2,0.07,10,594,0
30,115971,4,12000,13.23,0.1,10,691,0
29,106748,7,21600,12.42,0.2,8,623,0
31,119763,6,12000,14.26,0.1,10,525,0
28,120943,5,12000,13.61,0.1,9,656,0
32,107099,8,2700,14.27,0.03,10,662,0
31,107171,8,9000,7.29,0.08,8,560,0
35,121236,13,12000,7.88,0.1,6,631,0
30,107617,8,7000,6.62,0.07,6,597,0
31,108038,7,14000,10.65,0.13,10,675,0
30,107961,7,4000,6.03,0.04,6,601,0
27,107775,3,10000,10.65,0.09,7,668,0
30,121037,11,12000,7.88,0.1,9,586,0
30,108024,9,10800,11.99,0.1,8,592,0
28,79438,3,15000,16.89,0.19,9,644,1
30,92953,7,12000,17.27,0.13,10,539,1
27,107778,4,3000,6.76,0.03,6,653,0
32,93177,8,23000,11.49,0.25,6,611,1
34,107947,13,10000,10.99,0.09,7,701,0
34,93230,13,15000,11.14,0.16,6,657,1
27,93357,2,15000,17.74,0.16,6,609,1
27,107685,9,2800,14.96,0.03,10,706,0
33,133290,8,12000,10.65,0.09,5,613,0
31,107829,9,12250,15.05,0.11,8,624,0
27,108165,5,10000,7.51,0.09,9,678,0
30,132823,7,12000,12.18,0.09,7,662,0
29,107466,9,4800,14.11,0.04,8,644,0
30,135283,4,12000,7.49,0.09,6,677,0
32,44195,13,4900,13.22,0.11,10,702,0
32,93800,9,10000,18.43,0.11,6,640,1
29,108216,6,8000,13.23,0.07,10,654,0
28,108851,6,4800,5.42,0.04,8,622,0
32,145240,8,12000,7.51,0.08,9,648,0
29,108521,7,6000,13.98,0.06,5,738,0
30,108664,10,20000,11.01,0.18,9,562,0
35,144724,12,12000,10.99,0.08,7,492,0
34,144901,10,12000,11.49,0.08,6,640,0
29,130752,8,12000,11.01,0.09,9,676,1
27,145046,3,12000,11.01,0.08,5,650,0
29,109126,9,10000,10.65,0.09,6,550,0
33,148572,13,12000,11.83,0.08,7,690,0
32,136514,9,12000,16.29,0.09,5,630,1
33,116216,10,12000,15.68,0.1,6,624,1
27,109311,5,20000,12.42,0.18,10,684,0
28,109179,6,1800,7.51,0.02,5,684,0
32,140937,9,12000,17.93,0.09,10,637,1
31,108845,8,6000,11.71,0.06,8,661,0
30,141729,8,12000,18.79,0.08,8,677,1
29,109039,8,14000,7.9,0.13,9,682,0
31,157009,9,12000,16.49,0.08,10,637,0
31,109040,8,15000,7.9,0.14,9,541,0
27,157066,3,12000,15.23,0.08,10,654,0
31,121396,7,12000,14.91,0.1,7,643,1
35,157178,10,12000,10.75,0.08,6,562,0
27,109334,4,24400,8.9,0.22,10,658,0
28,169155,7,12000,9.91,0.07,10,677,0
30,108755,7,7000,11.71,0.06,10,650,0
28,168820,5,12000,7.88,0.07,7,656,0
27,108663,5,7500,7.51,0.07,6,567,0
33,108953,10,11400,6.62,0.1,8,695,0
27,94334,4,35000,17.27,0.37,5,615,1
34,180643,12,12000,10.59,0.07,9,561,0
30,181029,8,12000,7.29,0.07,7,690,0
31,181196,11,12000,10.74,0.07,9,635,0
28,181041,5,12000,6.54,0.07,9,608,0
29,109107,8,6000,6.03,0.05,5,619,0
32,109107,8,15600,7.9,0.14,9,628,0
28,205052,7,12000,5.79,0.06,6,630,0
34,225473,8,12000,7.9,0.05,10,644,0
27,268464,7,12000,14.96,0.04,6,703,1
32,845636,13,12000,15.33,0.01,9,648,1
32,109117,10,21400,15.23,0.2,5,580,0
27,204788,5,12075,12.42,0.06,9,668,0
27,65681,6,12100,9.45,0.18,6,610,0
31,109141,10,18000,11.01,0.16,8,621,0
29,108900,9,21000,11.99,0.19,10,600,0
27,108957,3,20000,11.01,0.18,6,611,0
28,109100,7,5000,14.79,0.05,8,672,0
33,43852,12,12200,9.99,0.28,6,646,1
27,108963,6,21000,15.62,0.19,9,605,0
30,108434,6,18000,8.49,0.17,9,638,0
31,108968,6,17000,11.01,0.16,10,689,0
27,34637,5,12250,11.26,0.35,7,620,1
30,108823,5,8000,11.01,0.07,9,704,0
28,35386,6,12250,10.59,0.35,9,646,1
29,108528,1,15000,6.99,0.14,8,699,0
35,108901,11,4800,9.99,0.04,5,555,0
30,39140,7,12250,13.85,0.31,5,604,1
27,43368,3,12250,13.23,0.28,7,698,1
30,109101,7,4500,5.99,0.04,6,713,0
34,108726,13,15000,6.99,0.14,6,598,0
34,108889,13,7500,15.23,0.07,8,708,0
28,51217,4,12250,14.59,0.24,10,625,1
34,109104,16,9900,5.99,0.09,5,709,0
27,63402,2,12250,11.36,0.19,5,595,0
27,108998,4,15000,7.49,0.14,5,677,0
28,94566,7,10000,15.99,0.11,7,655,1
28,108908,5,21000,10.74,0.19,7,637,0
29,109033,4,12000,5.79,0.11,9,643,0
27,108490,5,12000,7.29,0.11,5,567,0
29,108990,9,15000,11.11,0.14,9,692,0
29,85089,8,12300,8.49,0.14,8,604,0
33,44009,11,12325,6.54,0.28,10,655,1
34,109066,10,7000,5.79,0.06,8,686,0
31,109313,7,14400,7.66,0.13,6,657,0
30,91105,8,12325,12.73,0.14,6,524,0
34,130858,13,12350,14.96,0.09,7,671,1
27,109154,6,8000,7.66,0.07,5,580,0
31,109093,5,18000,11.11,0.16,10,675,0
28,109102,5,20000,15.28,0.18,6,675,0
30,109144,5,10000,5.79,0.09,7,644,0
32,79017,10,12400,13.49,0.16,6,695,0
30,87768,9,12400,11.01,0.14,5,577,0
31,108869,8,12000,6.92,0.11,5,696,0
27,43084,7,12500,15.65,0.29,8,579,1
28,43045,6,12500,11.01,0.29,10,675,1
33,108944,7,12000,12.98,0.11,6,649,0
33,108863,12,6000,5.42,0.06,7,601,0
27,44434,7,12500,10.25,0.28,8,511,1
35,108965,12,14500,6.54,0.13,10,644,0
32,108974,9,3000,9.25,0.03,9,600,0
31,109403,10,16500,12.61,0.15,6,679,0
27,45894,3,2800,11.01,0.06,9,613,0
29,49122,8,2800,11.01,0.06,5,630,0
30,109189,5,9000,15.58,0.08,6,667,0
28,108984,6,5325,7.88,0.05,10,679,0
31,108903,11,12000,11.49,0.11,7,703,0
28,109091,6,15000,7.88,0.14,6,653,0
28,109458,9,25000,11.86,0.23,6,655,0
27,109030,6,10000,7.14,0.09,10,495,0
34,109059,12,5000,13.61,0.05,7,610,0
31,43999,8,2800,16,0.06,9,672,1
28,54955,7,2800,11.01,0.05,8,665,0
28,48077,5,2800,16.77,0.06,7,612,1
27,108925,2,10000,7.14,0.09,5,641,0
28,108806,3,13600,16.32,0.12,7,679,0
31,56675,11,2800,17.56,0.05,10,593,0
32,108814,9,25000,11.36,0.23,9,657,0
28,57271,6,2800,6.99,0.05,7,620,0
30,109174,6,5000,6.76,0.05,5,576,0
34,108685,13,24250,10.62,0.22,7,611,0
27,58351,6,2800,7.49,0.05,5,591,0
27,109291,4,5500,10.25,0.05,9,653,0
33,60563,10,2800,12.84,0.05,5,596,0
28,94698,6,24000,10.25,0.25,8,662,1
27,80840,4,20000,17.56,0.25,8,648,1
28,108803,5,21000,11.36,0.19,8,650,0
31,109110,9,12000,13.48,0.11,10,636,0
29,43169,5,4200,12.99,0.1,7,665,0
34,60862,9,2800,11.86,0.05,8,666,0
27,108926,4,12000,12.73,0.11,9,688,0
27,43203,6,6000,11.99,0.14,10,635,0
27,71508,7,2800,12.69,0.04,10,688,1
34,42893,15,2000,13.99,0.05,8,677,0
27,81390,5,2800,13.04,0.03,10,690,0
28,109073,5,17600,16.35,0.16,5,606,0
33,108841,12,8000,12.53,0.07,7,634,0
30,108750,6,5000,12.87,0.05,10,645,0
33,109075,7,4200,8.94,0.04,5,615,0
31,94696,12,5000,11.01,0.05,5,665,1
28,109306,6,8400,12.87,0.08,8,720,0
28,108608,7,12000,13.92,0.11,6,679,0
27,109044,7,10000,8.94,0.09,7,663,0
27,109240,6,15000,11.01,0.14,6,608,0
28,94634,3,24000,11.83,0.25,7,625,1
29,21184,10,2750,14.84,0.13,10,669,1
27,109172,3,20500,14.96,0.19,8,661,0
30,45148,6,2750,9.99,0.06,5,652,0
30,69196,7,2750,10.37,0.04,5,601,0
31,94535,9,20000,14.26,0.21,10,612,1
27,109172,4,20000,16.7,0.18,9,650,0
35,22674,15,2725,11.01,0.12,8,558,0
29,33092,7,2725,9.63,0.08,6,670,0
33,53859,9,2725,12.18,0.05,7,552,1
29,63243,7,2725,11.66,0.04,8,661,0
29,108928,9,10000,12.21,0.09,10,626,0
30,18937,10,2700,12.69,0.14,5,649,1
32,108324,7,25000,11.58,0.23,6,682,0
30,108796,9,13000,11.89,0.12,10,661,0
31,108963,10,10000,12.53,0.09,8,634,0
30,19119,10,2700,7.29,0.14,5,627,1
35,109145,14,20000,12.53,0.18,5,654,0
28,80811,2,12000,14.11,0.15,6,638,1
28,94647,8,12000,16.95,0.13,7,717,1
33,22715,15,2700,12.61,0.12,9,558,0
28,108760,5,4000,8,0.04,6,665,0
29,94293,4,18000,9.38,0.19,6,644,1
30,109023,6,7500,10.71,0.07,5,674,0
30,109408,5,20000,14.82,0.18,8,687,0
30,109128,6,10000,8.63,0.09,5,635,0
28,108945,5,12000,8.32,0.11,8,675,0
33,108777,11,22000,11.03,0.2,5,636,0
31,43448,7,2700,13.49,0.06,5,646,0
29,50226,6,2700,10,0.05,8,562,0
28,109061,6,5500,7.49,0.05,7,658,0
30,94997,7,25000,7.51,0.26,7,592,1
29,49954,9,2700,11.71,0.05,7,685,0
27,94897,2,9000,11.01,0.09,5,537,1
32,109259,9,15000,13.47,0.14,6,662,0
31,94933,13,10000,14.59,0.11,7,677,1
31,109404,7,9500,10.37,0.09,6,645,0
27,55219,3,2700,9.91,0.05,6,630,0
28,109473,7,12000,6.91,0.11,9,644,0
34,109830,13,17000,13.85,0.15,5,673,0
28,110006,5,20000,6.91,0.18,8,648,0
28,110382,9,18000,10.99,0.16,5,617,0
30,109596,12,10000,6.91,0.09,8,532,0
30,110609,5,18500,12.42,0.17,7,585,0
30,110303,7,33950,7.9,0.31,7,692,0
30,110024,5,13600,12.42,0.12,7,558,0
27,109982,4,11525,7.49,0.1,7,629,0
28,110239,6,7000,6.99,0.06,6,639,0
35,110198,9,5600,10.99,0.05,8,659,0
27,110405,4,3000,5.99,0.03,8,662,0
31,12922,10,2650,7.4,0.21,9,584,1
35,110401,11,4000,7.29,0.04,9,671,0
28,110246,7,21000,13.35,0.19,6,663,0
34,110361,11,15000,11.01,0.14,10,717,0
28,58635,7,2650,11.26,0.05,6,675,0
27,110101,8,14700,7.88,0.13,6,670,0
28,110411,3,15000,9.88,0.14,9,584,0
29,18906,9,2600,16.29,0.14,10,635,1
35,110549,12,10000,8.59,0.09,9,694,0
32,81669,10,13000,16,0.16,6,631,1
29,110256,4,15600,15.7,0.14,9,705,0
31,34864,10,2600,10.08,0.07,7,659,0
29,110251,8,2000,11.49,0.02,8,619,0
30,96263,8,9000,8.49,0.09,8,646,1
27,38225,6,2600,14.74,0.07,5,634,1
33,95863,12,25000,15.58,0.26,5,729,1
28,39793,4,2600,13.49,0.07,8,672,0
27,110630,3,15000,7.88,0.14,10,672,0
30,45805,7,2600,9.25,0.06,7,504,0
33,110709,14,1600,10.25,0.01,5,695,0
32,39426,11,2600,11.01,0.07,6,652,1
28,41820,6,2600,15.62,0.06,9,611,1
34,43011,14,3000,10.62,0.07,8,636,0
35,50017,12,2600,12.53,0.05,9,714,0
29,110825,3,22000,6.91,0.2,8,689,0
30,110995,7,5000,11.03,0.05,7,653,0
35,47263,12,2575,15.96,0.05,7,635,1
29,111694,6,25000,19.42,0.22,8,611,0
31,110908,7,6000,11.01,0.05,8,644,0
27,31021,4,2550,14.27,0.08,5,607,0
29,111340,8,14000,6.03,0.13,8,653,0
29,43157,5,10000,12.87,0.23,8,575,0
31,80497,8,2550,11.36,0.03,10,613,0
34,33489,11,2525,12.21,0.08,7,606,0
30,111142,10,5000,11.01,0.04,10,711,0
28,111007,5,6000,11.01,0.05,7,717,0
31,49461,7,12500,13.61,0.25,7,638,1
35,111651,15,12000,6.99,0.11,8,691,0
29,110971,2,24000,11.49,0.22,7,592,0
29,111389,5,12000,6.62,0.11,6,582,0
31,51753,7,12500,11.11,0.24,5,631,0
35,111489,15,14400,6.99,0.13,10,666,0
32,111336,9,5000,11.01,0.04,8,656,0
31,111500,6,3500,5.79,0.03,6,658,0
29,111655,7,11200,11.01,0.1,5,632,0
34,18122,15,2500,10,0.14,5,686,1
34,111454,9,16000,11.11,0.14,7,655,0
33,111407,11,20000,13.06,0.18,10,650,0
33,111671,13,12000,5.79,0.11,5,690,0
28,111014,4,25000,19.29,0.23,9,655,0
27,18360,6,2500,18.3,0.14,7,642,1
31,111486,9,6000,11.86,0.05,9,691,0
28,111627,5,6000,6.76,0.05,9,675,0
34,111333,13,10000,7.51,0.09,10,622,0
28,82636,5,24500,18.3,0.3,6,692,1
29,111774,4,24000,11.01,0.21,6,677,0
27,111121,5,18000,11.48,0.16,7,628,0
29,111582,7,10000,11.26,0.09,9,626,0
34,111475,11,9000,9.63,0.08,8,640,0
29,20545,4,2500,6.62,0.12,9,580,1
28,20967,4,2500,6.99,0.12,10,668,0
32,21115,8,2500,7.51,0.12,10,562,0
27,22315,4,2500,14.74,0.11,8,664,1
29,111694,8,10000,9.63,0.09,6,669,0
31,24378,10,2500,9.62,0.1,6,646,1
28,111587,9,7000,9.63,0.06,8,581,0
29,111488,9,6500,11.01,0.06,9,620,0
31,24609,9,2500,12.53,0.1,10,599,0
27,82834,6,17500,17.93,0.21,10,656,1
27,111885,4,17500,11.01,0.16,8,545,0
28,42831,6,10000,12.99,0.23,9,511,0
28,58745,7,12500,15.95,0.21,7,691,0
27,112232,7,13000,7.14,0.12,5,656,0
27,42388,0,9500,7.51,0.22,10,590,0
29,112053,3,24000,6.91,0.21,8,690,0
28,112395,2,12500,9.63,0.11,9,679,0
28,70557,5,12500,11.71,0.18,7,712,0
27,112094,6,7000,5.42,0.06,8,683,0
30,112415,7,18000,15.23,0.16,9,643,0
30,112685,6,20000,13.49,0.18,10,627,0
29,42250,4,20000,7.29,0.47,10,648,0
33,42824,11,10000,9.63,0.23,7,585,0
32,112542,13,10000,5.42,0.09,10,678,0
31,112737,12,3000,8.49,0.03,8,717,0
32,112436,8,15000,12.99,0.13,10,622,0
32,112698,9,21000,10.74,0.19,10,653,0
29,98367,7,12000,11.01,0.12,9,668,1
